"행정구역","2020년06월_총인구수","2020년06월_세대수","2020년06월_세대당 인구","2020년06월_남자 인구수","2020년06월_여자 인구수","2020년06월_남여 비율"
"경기도 안양시 만안구 안양4동(4117154000)","7,337","3,667","          2.00","3,656","3,681","          0.99"
"경기도 안양시 만안구 안양5동(4117155000)","12,281","5,866","          2.09","6,107","6,174","          0.99"
"경기도 안양시 만안구 안양6동(4117156000)","20,256","9,377","          2.16","10,439","9,817","          1.06"
"경기도 안양시 만안구 안양7동(4117157000)","16,055","5,845","          2.75","7,921","8,134","          0.97"
"경기도 안양시 만안구 안양8동(4117158000)","11,142","5,342","          2.09","5,748","5,394","          1.07"
"경기도 안양시 만안구 안양9동(4117158100)","17,639","7,114","          2.48","8,705","8,934","          0.97"
"경기도 안양시 만안구 석수1동(4117159000)","20,068","7,551","          2.66","9,832","10,236","          0.96"
"경기도 안양시 만안구 석수2동(4117160000)","32,949","12,945","          2.55","16,532","16,417","          1.01"
"경기도 안양시 만안구 석수3동(4117161000)","13,938","5,564","          2.51","7,001","6,937","          1.01"
"경기도 안양시 만안구 박달1동(4117162100)","15,516","7,045","          2.20","7,818","7,698","          1.02"
"경기도 안양시 만안구 박달2동(4117163000)","23,246","8,095","          2.87","11,650","11,596","          1.00"
"경기도 안양시 동안구 (4117300000)","316,187","120,048","          2.63","155,025","161,162","          0.96"
"경기도 안양시 동안구 비산1동(4117351000)","21,925","7,432","          2.95","10,685","11,240","          0.95"
"경기도 안양시 동안구 비산2동(4117352000)","11,214","3,802","          2.95","5,446","5,768","          0.94"
"경기도 안양시 동안구 비산3동(4117353000)","20,374","8,392","          2.43","10,095","10,279","          0.98"
"경기도 안양시 동안구 부흥동(4117354000)","17,813","6,485","          2.75","8,582","9,231","          0.93"
"경기도 안양시 동안구 달안동(4117354600)","11,314","5,545","          2.04","5,176","6,138","          0.84"
"경기도 안양시 동안구 관양1동(4117355000)","37,576","15,694","          2.39","18,417","19,159","          0.96"
"경기도 안양시 동안구 관양2동(4117356000)","19,514","8,765","          2.23","9,909","9,605","          1.03"
"경기도 안양시 동안구 부림동(4117356600)","27,547","12,134","          2.27","13,369","14,178","          0.94"
"경기도 안양시 동안구 평촌동(4117357000)","15,262","5,081","          3.00","7,509","7,753","          0.97"
"경기도 안양시 동안구 평안동(4117357600)","24,262","8,143","          2.98","11,854","12,408","          0.96"
"경기도 안양시 동안구 귀인동(4117357800)","16,970","5,127","          3.31","8,375","8,595","          0.97"
"경기도 안양시 동안구 호계1동(4117358000)","8,175","3,211","          2.55","4,148","4,027","          1.03"
"경기도 안양시 동안구 호계2동(4117359000)","21,645","8,127","          2.66","10,673","10,972","          0.97"
"경기도 안양시 동안구 호계3동(4117360000)","22,193","8,130","          2.73","11,157","11,036","          1.01"
"경기도 안양시 동안구 범계동(4117361000)","15,601","5,455","          2.86","7,483","8,118","          0.92"
"경기도 안양시 동안구 신촌동(4117362000)","13,412","4,554","          2.95","6,601","6,811","          0.97"
"경기도 안양시 동안구 갈산동(4117363000)","11,390","3,971","          2.87","5,546","5,844","          0.95"
"경기도 부천시 (4119000000)","825,700","342,539","          2.41","409,982","415,718","          0.99"
"경기도 부천시 심곡동(4119060300)","64,845","33,203","          1.95","32,906","31,939","          1.03"
"경기도 부천시 부천동(4119060600)","90,754","38,394","          2.36","45,535","45,219","          1.01"
"경기도 부천시 중동(4119061000)","42,264","17,400","          2.43","20,853","21,411","          0.97"
"경기도 부천시 신중동(4119074200)","132,495","53,553","          2.47","64,194","68,301","          0.94"
"경기도 부천시 상동(4119074400)","87,450","30,754","          2.84","42,949","44,501","          0.97"
"경기도 부천시 대산동(4119074600)","82,856","36,093","          2.30","41,023","41,833","          0.98"
"경기도 부천시 소사본동(4119075000)","57,227","23,895","          2.39","28,331","28,896","          0.98"
"경기도 부천시 범안동(4119079500)","97,134","37,329","          2.60","47,693","49,441","          0.96"
"경기도 부천시 성곡동(4119080000)","85,163","36,086","          2.36","42,707","42,456","          1.01"
"경기도 부천시 오정동(4119083000)","85,512","35,832","          2.39","43,791","41,721","          1.05"
"경기도 광명시 (4121000000)","312,774","125,528","          2.49","154,425","158,349","          0.98"
"경기도 광명시 광명1동(4121051000)","5,318","2,425","          2.19","2,668","2,650","          1.01"
"경기도 광명시 광명2동(4121052000)","7,245","3,490","          2.08","3,545","3,700","          0.96"
"경기도 광명시 광명3동(4121054000)","9,798","4,745","          2.06","4,769","5,029","          0.95"
"경기도 광명시 광명4동(4121055000)","14,220","6,407","          2.22","6,961","7,259","          0.96"
"경기도 광명시 광명5동(4121056000)","14,778","6,143","          2.41","7,296","7,482","          0.98"
"경기도 광명시 광명6동(4121057000)","10,960","4,064","          2.70","5,414","5,546","          0.98"
"경기도 광명시 광명7동(4121058000)","17,068","6,599","          2.59","8,437","8,631","          0.98"
"경기도 광명시 철산1동(4121059000)","12,811","4,475","          2.86","6,275","6,536","          0.96"
"경기도 광명시 철산2동(4121060000)","12,959","6,293","          2.06","6,729","6,230","          1.08"
"경기도 광명시 철산3동(4121061000)","33,076","11,295","          2.93","16,232","16,844","          0.96"
"경기도 광명시 철산4동(4121062000)","13,669","5,594","          2.44","6,825","6,844","          1.00"
"경기도 광명시 하안1동(4121063100)","26,702","9,887","          2.70","13,350","13,352","          1.00"
"경기도 광명시 하안2동(4121063200)","14,333","6,603","          2.17","6,790","7,543","          0.90"
"경기도 광명시 하안3동(4121063300)","21,071","8,984","          2.35","9,967","11,104","          0.90"
"경기도 광명시 하안4동(4121063400)","12,891","5,064","          2.55","6,284","6,607","          0.95"
"경기도 광명시 소하1동(4121064000)","32,441","11,797","          2.75","15,867","16,574","          0.96"
"경기도 광명시 소하2동(4121065000)","51,166","20,513","          2.49","25,727","25,439","          1.01"
"경기도 광명시 학온동(4121066000)","2,268","1,150","          1.97","1,289","979","          1.32"
"경기도 평택시 (4122000000)","523,881","234,015","          2.24","270,183","253,698","          1.06"
"경기도 평택시 팽성읍(4122025000)","27,593","15,145","          1.82","14,113","13,480","          1.05"
"경기도 평택시 안중읍(4122025300)","43,870","18,166","          2.41","22,448","21,422","          1.05"
"경기도 평택시 포승읍(4122025600)","24,088","12,883","          1.87","14,338","9,750","          1.47"
"경기도 평택시 청북읍(4122025900)","25,919","10,397","          2.49","13,708","12,211","          1.12"
"경기도 평택시 진위면(4122031000)","11,374","5,799","          1.96","6,237","5,137","          1.21"
"경기도 평택시 서탄면(4122032000)","3,634","1,906","          1.91","1,991","1,643","          1.21"
"경기도 평택시 고덕면(4122033000)","19,964","8,525","          2.34","10,492","9,472","          1.11"
"경기도 평택시 오성면(4122034000)","6,767","3,200","          2.11","3,581","3,186","          1.12"
"경기도 평택시 현덕면(4122037000)","5,419","2,837","          1.91","2,859","2,560","          1.12"
"경기도 평택시 중앙동(4122051000)","44,028","19,187","          2.29","22,537","21,491","          1.05"
"경기도 평택시 서정동(4122052000)","25,945","12,538","          2.07","13,068","12,877","          1.01"
"경기도 평택시 송탄동(4122053500)","19,474","8,102","          2.40","10,137","9,337","          1.09"
"경기도 평택시 지산동(4122055000)","12,147","6,620","          1.83","6,446","5,701","          1.13"
"경기도 평택시 송북동(4122056000)","22,022","9,254","          2.38","10,970","11,052","          0.99"
"경기도 평택시 신장1동(4122057000)","7,295","3,988","          1.83","3,629","3,666","          0.99"
"경기도 평택시 신장2동(4122058000)","5,776","3,472","          1.66","2,926","2,850","          1.03"
"경기도 평택시 신평동(4122059000)","22,798","11,854","          1.92","11,669","11,129","          1.05"
"경기도 평택시 원평동(4122060000)","10,751","5,551","          1.94","5,557","5,194","          1.07"
"경기도 평택시 통복동(4122061000)","4,153","2,427","          1.71","2,178","1,975","          1.10"
"경기도 평택시 비전1동(4122062000)","76,512","31,225","          2.45","38,794","37,718","          1.03"
"경기도 평택시 비전2동(4122063000)","53,122","20,266","          2.62","26,386","26,736","          0.99"
"경기도 평택시 용이동(4122063500)","24,832","9,952","          2.50","12,871","11,961","          1.08"
"경기도 평택시 세교동(4122064000)","26,398","10,721","          2.46","13,248","13,150","          1.01"
"경기도 동두천시 (4125000000)","94,143","43,291","          2.17","46,951","47,192","          0.99"
"경기도 동두천시 생연1동(4125051000)","6,913","3,311","          2.09","3,422","3,491","          0.98"
"경기도 동두천시 생연2동(4125052000)","11,464","5,020","          2.28","5,657","5,807","          0.97"
"경기도 동두천시 중앙동(4125053500)","5,181","3,200","          1.62","2,682","2,499","          1.07"
"경기도 동두천시 보산동(4125055000)","3,130","1,734","          1.81","1,477","1,653","          0.89"
"경기도 동두천시 불현동(4125056500)","27,755","12,171","          2.28","13,710","14,045","          0.98"
"경기도 동두천시 송내동(4125056600)","25,839","10,748","          2.40","12,748","13,091","          0.97"
"경기도 동두천시 소요동(4125058000)","8,641","4,240","          2.04","4,487","4,154","          1.08"
"경기도 동두천시 상패동(4125060000)","5,220","2,867","          1.82","2,768","2,452","          1.13"
"경기도 안산시 (4127000000)","654,450","281,932","          2.32","335,477","318,973","          1.05"
"경기도 안산시 상록구 (4127100000)","349,514","150,273","          2.33","178,205","171,309","          1.04"
"경기도 안산시 상록구 일동(4127151000)","25,536","11,289","          2.26","12,978","12,558","          1.03"
"경기도 안산시 상록구 이동(4127151500)","24,494","13,312","          1.84","13,087","11,407","          1.15"
"경기도 안산시 상록구 사동(4127152500)","33,632","16,167","          2.08","17,534","16,098","          1.09"
