"행정구역","2020년06월_총인구수","2020년06월_세대수","2020년06월_세대당 인구","2020년06월_남자 인구수","2020년06월_여자 인구수","2020년06월_남여 비율"
"대전광역시 동구 판암2동(3011055200)","8,826","5,205","          1.70","4,310","4,516","          0.95"
"대전광역시 동구 용운동(3011056000)","16,885","7,801","          2.16","8,536","8,349","          1.02"
"대전광역시 동구 대동(3011058500)","15,416","6,393","          2.41","7,706","7,710","          1.00"
"대전광역시 동구 자양동(3011059000)","10,673","6,155","          1.73","5,590","5,083","          1.10"
"대전광역시 동구 가양1동(3011062000)","14,062","6,896","          2.04","7,252","6,810","          1.06"
"대전광역시 동구 가양2동(3011063000)","18,810","8,689","          2.16","9,396","9,414","          1.00"
"대전광역시 동구 용전동(3011064000)","20,935","11,128","          1.88","10,779","10,156","          1.06"
"대전광역시 동구 성남동(3011066500)","12,535","5,688","          2.20","6,217","6,318","          0.98"
"대전광역시 동구 홍도동(3011067000)","11,181","5,513","          2.03","5,721","5,460","          1.05"
"대전광역시 동구 삼성동(3011069500)","14,777","6,733","          2.19","7,511","7,266","          1.03"
"대전광역시 동구 대청동(3011072500)","2,551","1,280","          1.99","1,341","1,210","          1.11"
"대전광역시 동구 산내동(3011074000)","21,411","8,521","          2.51","10,768","10,643","          1.01"
"대전광역시 중구 (3014000000)","238,540","107,314","          2.22","117,801","120,739","          0.98"
"대전광역시 중구 은행선화동(3014053500)","16,743","9,669","          1.73","8,685","8,058","          1.08"
"대전광역시 중구 목동(3014055000)","14,779","4,950","          2.99","7,086","7,693","          0.92"
"대전광역시 중구 중촌동(3014056000)","13,700","6,351","          2.16","6,615","7,085","          0.93"
"대전광역시 중구 대흥동(3014057500)","14,153","7,351","          1.93","6,967","7,186","          0.97"
"대전광역시 중구 문창동(3014060500)","4,779","2,589","          1.85","2,491","2,288","          1.09"
"대전광역시 중구 석교동(3014062000)","16,072","7,592","          2.12","8,094","7,978","          1.01"
"대전광역시 중구 대사동(3014063000)","5,501","3,115","          1.77","2,707","2,794","          0.97"
"대전광역시 중구 부사동(3014064000)","6,867","3,405","          2.02","3,437","3,430","          1.00"
"대전광역시 중구 용두동(3014065500)","9,965","5,196","          1.92","4,775","5,190","          0.92"
"대전광역시 중구 오류동(3014067000)","10,528","4,724","          2.23","4,958","5,570","          0.89"
"대전광역시 중구 태평1동(3014068000)","13,828","5,238","          2.64","6,722","7,106","          0.95"
"대전광역시 중구 태평2동(3014069000)","26,670","9,634","          2.77","12,857","13,813","          0.93"
"대전광역시 중구 유천1동(3014070000)","6,770","3,657","          1.85","3,585","3,185","          1.13"
"대전광역시 중구 유천2동(3014071000)","13,984","6,301","          2.22","6,873","7,111","          0.97"
"대전광역시 중구 문화1동(3014072000)","23,027","8,782","          2.62","11,161","11,866","          0.94"
"대전광역시 중구 문화2동(3014073000)","13,066","6,024","          2.17","6,392","6,674","          0.96"
"대전광역시 중구 산성동(3014074000)","28,108","12,736","          2.21","14,396","13,712","          1.05"
"대전광역시 서구 (3017000000)","481,436","207,568","          2.32","236,945","244,491","          0.97"
"대전광역시 서구 복수동(3017051000)","22,872","8,702","          2.63","11,289","11,583","          0.97"
"대전광역시 서구 도마1동(3017052000)","15,122","7,561","          2.00","7,625","7,497","          1.02"
"대전광역시 서구 도마2동(3017053000)","18,511","8,497","          2.18","9,371","9,140","          1.03"
"대전광역시 서구 정림동(3017053500)","16,811","6,776","          2.48","8,239","8,572","          0.96"
"대전광역시 서구 변동(3017054000)","16,454","7,635","          2.16","8,413","8,041","          1.05"
"대전광역시 서구 용문동(3017055000)","12,761","7,056","          1.81","6,038","6,723","          0.90"
"대전광역시 서구 탄방동(3017055500)","26,761","13,883","          1.93","12,914","13,847","          0.93"
"대전광역시 서구 괴정동(3017056000)","19,154","10,710","          1.79","9,304","9,850","          0.94"
"대전광역시 서구 가장동(3017057000)","12,497","5,224","          2.39","6,058","6,439","          0.94"
"대전광역시 서구 내동(3017057500)","24,211","9,285","          2.61","11,730","12,481","          0.94"
"대전광역시 서구 갈마1동(3017058100)","22,012","11,098","          1.98","11,253","10,759","          1.05"
"대전광역시 서구 갈마2동(3017058200)","25,344","12,836","          1.97","12,582","12,762","          0.99"
"대전광역시 서구 월평1동(3017058600)","11,147","6,778","          1.64","5,986","5,161","          1.16"
"대전광역시 서구 월평2동(3017058700)","15,357","7,199","          2.13","7,306","8,051","          0.91"
"대전광역시 서구 월평3동(3017058800)","22,196","7,641","          2.90","10,910","11,286","          0.97"
"대전광역시 서구 가수원동(3017059000)","41,422","15,622","          2.65","20,400","21,022","          0.97"
"대전광역시 서구 관저1동(3017059600)","15,876","6,375","          2.49","7,599","8,277","          0.92"
"대전광역시 서구 관저2동(3017059700)","51,172","18,937","          2.70","25,019","26,153","          0.96"
"대전광역시 서구 기성동(3017060000)","3,848","1,961","          1.96","1,972","1,876","          1.05"
"대전광역시 서구 둔산1동(3017063000)","17,196","5,816","          2.96","8,489","8,707","          0.97"
"대전광역시 서구 둔산2동(3017064000)","37,052","14,287","          2.59","17,957","19,095","          0.94"
"대전광역시 서구 만년동(3017065000)","13,238","5,830","          2.27","6,636","6,602","          1.01"
"대전광역시 서구 둔산3동(3017066000)","20,422","7,859","          2.60","9,855","10,567","          0.93"
"대전광역시 유성구 (3020000000)","351,882","149,130","          2.36","177,640","174,242","          1.02"
"대전광역시 유성구 진잠동(3020052000)","35,352","14,647","          2.41","17,969","17,383","          1.03"
"대전광역시 유성구 온천1동(3020053000)","34,449","20,518","          1.68","17,802","16,647","          1.07"
"대전광역시 유성구 온천2동(3020054000)","40,180","18,942","          2.12","20,879","19,301","          1.08"
"대전광역시 유성구 노은1동(3020054600)","22,236","8,613","          2.58","10,998","11,238","          0.98"
"대전광역시 유성구 노은2동(3020054700)","25,127","9,392","          2.68","12,345","12,782","          0.97"
"대전광역시 유성구 노은3동(3020054800)","37,779","13,886","          2.72","18,592","19,187","          0.97"
"대전광역시 유성구 신성동(3020055000)","25,643","11,040","          2.32","13,433","12,210","          1.10"
"대전광역시 유성구 전민동(3020057000)","27,354","11,042","          2.48","13,967","13,387","          1.04"
"대전광역시 유성구 구즉동(3020058000)","28,182","11,706","          2.41","14,432","13,750","          1.05"
"대전광역시 유성구 관평동(3020060000)","29,120","10,511","          2.77","14,923","14,197","          1.05"
"대전광역시 유성구 원신흥동(3020061000)","46,460","18,833","          2.47","22,300","24,160","          0.92"
"대전광역시 대덕구 (3023000000)","174,882","76,148","          2.30","88,967","85,915","          1.04"
"대전광역시 대덕구 오정동(3023051000)","15,042","7,497","          2.01","7,968","7,074","          1.13"
"대전광역시 대덕구 대화동(3023052000)","7,401","3,541","          2.09","3,902","3,499","          1.12"
"대전광역시 대덕구 회덕동(3023052500)","13,525","6,003","          2.25","6,884","6,641","          1.04"
"대전광역시 대덕구 비래동(3023053300)","16,939","7,006","          2.42","8,448","8,491","          0.99"
"대전광역시 대덕구 송촌동(3023054300)","28,431","10,330","          2.75","14,092","14,339","          0.98"
"대전광역시 대덕구 중리동(3023054600)","20,012","9,976","          2.01","10,390","9,622","          1.08"
"대전광역시 대덕구 신탄진동(3023055000)","11,269","5,238","          2.15","5,761","5,508","          1.05"
"대전광역시 대덕구 석봉동(3023056000)","14,441","5,567","          2.59","7,397","7,044","          1.05"
"대전광역시 대덕구 덕암동(3023057000)","14,001","6,273","          2.23","7,410","6,591","          1.12"
"대전광역시 대덕구 목상동(3023058000)","6,913","3,182","          2.17","3,760","3,153","          1.19"
"대전광역시 대덕구 법1동(3023060000)","9,922","4,598","          2.16","4,702","5,220","          0.90"
"대전광역시 대덕구 법2동(3023061000)","16,986","6,937","          2.45","8,253","8,733","          0.95"
"울산광역시  (3100000000)","1,142,190","472,983","          2.41","586,939","555,251","          1.06"
"울산광역시 중구 (3111000000)","220,028","92,996","          2.37","111,559","108,469","          1.03"
"울산광역시 중구 학성동(3111051000)","10,360","5,222","          1.98","5,287","5,073","          1.04"
"울산광역시 중구 반구1동(3111052000)","17,498","7,780","          2.25","9,106","8,392","          1.09"
"울산광역시 중구 반구2동(3111053000)","8,972","4,253","          2.11","4,579","4,393","          1.04"
"울산광역시 중구 복산1동(3111054000)","4,884","2,233","          2.19","2,439","2,445","          1.00"
"울산광역시 중구 복산2동(3111055000)","11,437","4,722","          2.42","5,722","5,715","          1.00"
"울산광역시 중구 중앙동(3111058500)","13,693","7,392","          1.85","7,069","6,624","          1.07"
"울산광역시 중구 우정동(3111059000)","20,055","8,772","          2.29","10,105","9,950","          1.02"
"울산광역시 중구 태화동(3111060000)","34,161","12,654","          2.70","17,078","17,083","          1.00"
"울산광역시 중구 다운동(3111061000)","23,444","10,348","          2.27","11,887","11,557","          1.03"
"울산광역시 중구 병영1동(3111062000)","22,721","9,211","          2.47","11,512","11,209","          1.03"
"울산광역시 중구 병영2동(3111063000)","20,565","8,444","          2.44","10,440","10,125","          1.03"
"울산광역시 중구 약사동(3111064000)","11,033","3,773","          2.92","5,553","5,480","          1.01"
"울산광역시 중구 성안동(3111065000)","21,205","8,192","          2.59","10,782","10,423","          1.03"
"울산광역시 남구 (3114000000)","322,883","137,004","          2.36","164,689","158,194","          1.04"
"울산광역시 남구 신정1동(3114051000)","19,205","9,780","          1.96","9,784","9,421","          1.04"
"울산광역시 남구 신정2동(3114052000)","25,109","9,681","          2.59","12,888","12,221","          1.05"
"울산광역시 남구 신정3동(3114053000)","16,304","7,354","          2.22","8,299","8,005","          1.04"
"울산광역시 남구 신정4동(3114054000)","22,336","8,858","          2.52","11,271","11,065","          1.02"
"울산광역시 남구 신정5동(3114055000)","8,852","4,582","          1.93","4,697","4,155","          1.13"
"울산광역시 남구 달동(3114056000)","27,528","13,220","          2.08","13,905","13,623","          1.02"
"울산광역시 남구 삼산동(3114057000)","48,944","22,304","          2.19","25,257","23,687","          1.07"
"울산광역시 남구 삼호동(3114058500)","21,532","9,449","          2.28","11,000","10,532","          1.04"
"울산광역시 남구 무거동(3114059500)","32,585","12,924","          2.52","16,689","15,896","          1.05"
"울산광역시 남구 옥동(3114060000)","26,832","9,706","          2.76","13,454","13,378","          1.01"
"울산광역시 남구 대현동(3114062500)","30,806","11,385","          2.71","15,412","15,394","          1.00"
"울산광역시 남구 수암동(3114063500)","17,029","6,012","          2.83","8,557","8,472","          1.01"
"울산광역시 남구 선암동(3114064000)","14,847","5,960","          2.49","7,630","7,217","          1.06"
"울산광역시 남구 야음장생포동(3114067000)","10,974","5,789","          1.90","5,846","5,128","          1.14"
"울산광역시 동구 (3117000000)","157,973","65,496","          2.41","82,633","75,340","          1.10"
"울산광역시 동구 방어동(3117051000)","40,506","17,554","          2.31","21,715","18,791","          1.16"
"울산광역시 동구 일산동(3117052000)","5,864","3,144","          1.87","3,170","2,694","          1.18"
"울산광역시 동구 화정동(3117053000)","20,230","8,326","          2.43","10,410","9,820","          1.06"
"울산광역시 동구 대송동(3117054000)","11,910","4,989","          2.39","6,235","5,675","          1.10"
"울산광역시 동구 전하1동(3117055000)","15,041","6,411","          2.35","7,805","7,236","          1.08"
"울산광역시 동구 전하2동(3117056000)","21,103","7,779","          2.71","10,809","10,294","          1.05"
"울산광역시 동구 남목1동(3117058000)","9,026","3,625","          2.49","4,634","4,392","          1.06"
"울산광역시 동구 남목2동(3117059000)","21,928","8,822","          2.49","11,586","10,342","          1.12"
"울산광역시 동구 남목3동(3117060000)","12,365","4,846","          2.55","6,269","6,096","          1.03"
"울산광역시 북구 (3120000000)","218,673","82,511","          2.65","113,189","105,484","          1.07"
"울산광역시 북구 농소1동(3120051000)","37,632","14,278","          2.64","19,229","18,403","          1.04"
"울산광역시 북구 농소2동(3120052000)","40,063","14,441","          2.77","20,532","19,531","          1.05"
"울산광역시 북구 농소3동(3120053000)","39,312","13,095","          3.00","19,996","19,316","          1.04"
"울산광역시 북구 강동동(3120054000)","16,428","6,520","          2.52","8,419","8,009","          1.05"
"울산광역시 북구 효문동(3120056000)","29,965","12,554","          2.39","15,959","14,006","          1.14"
"울산광역시 북구 송정동(3120057000)","34,903","12,462","          2.80","17,828","17,075","          1.04"
"울산광역시 북구 양정동(3120058000)","10,129","4,666","          2.17","5,768","4,361","          1.32"
"울산광역시 북구 염포동(3120059000)","10,241","4,495","          2.28","5,458","4,783","          1.14"
"울산광역시 울주군 (3171000000)","222,633","94,976","          2.34","114,869","107,764","          1.07"
"울산광역시 울주군 온산읍(3171025000)","20,360","10,309","          1.97","11,592","8,768","          1.32"
"울산광역시 울주군 언양읍(3171025300)","28,520","12,006","          2.38","14,296","14,224","          1.01"
"울산광역시 울주군 온양읍(3171025600)","28,678","11,899","          2.41","14,961","13,717","          1.09"
"울산광역시 울주군 범서읍(3171025900)","71,120","24,763","          2.87","35,826","35,294","          1.02"
"울산광역시 울주군 청량읍(3171026200)","19,393","8,294","          2.34","9,984","9,409","          1.06"
"울산광역시 울주군 서생면(3171031000)","8,476","4,377","          1.94","4,553","3,923","          1.16"
"울산광역시 울주군 웅촌면(3171034000)","7,794","4,027","          1.94","4,047","3,747","          1.08"
"울산광역시 울주군 두동면(3171036000)","4,207","2,326","          1.81","2,190","2,017","          1.09"
"울산광역시 울주군 두서면(3171037000)","3,163","1,824","          1.73","1,565","1,598","          0.98"
"울산광역시 울주군 상북면(3171038000)","7,968","4,023","          1.98","4,039","3,929","          1.03"
"울산광역시 울주군 삼남면(3171039000)","21,143","10,113","          2.09","10,869","10,274","          1.06"
"울산광역시 울주군 삼동면(3171040000)","1,811","1,015","          1.78","947","864","          1.10"
"세종특별자치시  (3600000000)","345,341","138,167","          2.50","172,234","173,107","          0.99"
"세종특별자치시  (3611000000)","345,341","138,167","          2.50","172,234","173,107","          0.99"
"세종특별자치시  조치원읍(3611025000)","42,847","19,622","          2.18","22,097","20,750","          1.06"
"세종특별자치시  연기면(3611031000)","2,599","1,482","          1.75","1,451","1,148","          1.26"
"세종특별자치시  연동면(3611032000)","3,184","1,718","          1.85","1,652","1,532","          1.08"
"세종특별자치시  부강면(3611033000)","6,178","3,244","          1.90","3,405","2,773","          1.23"
"세종특별자치시  금남면(3611034000)","8,722","4,587","          1.90","4,608","4,114","          1.12"
"세종특별자치시  장군면(3611035000)","6,357","3,605","          1.76","3,583","2,774","          1.29"
"세종특별자치시  연서면(3611036000)","7,443","3,832","          1.94","4,008","3,435","          1.17"
"세종특별자치시  전의면(3611037000)","5,731","3,036","          1.89","3,033","2,698","          1.12"
"세종특별자치시  전동면(3611038000)","3,658","2,100","          1.74","1,995","1,663","          1.20"
"세종특별자치시  소정면(3611039000)","2,483","1,222","          2.03","1,309","1,174","          1.11"
"세종특별자치시  한솔동(3611051000)","19,462","6,429","          3.03","9,586","9,876","          0.97"
"세종특별자치시  새롬동(3611051500)","54,759","20,953","          2.61","26,490","28,269","          0.94"
"세종특별자치시  도담동(3611052000)","32,315","13,437","          2.40","15,609","16,706","          0.93"
"세종특별자치시  아름동(3611053000)","23,851","7,753","          3.08","11,805","12,046","          0.98"
"세종특별자치시  종촌동(3611054000)","29,972","10,852","          2.76","14,552","15,420","          0.94"
"세종특별자치시  고운동(3611055000)","34,479","11,870","          2.90","16,837","17,642","          0.95"
"세종특별자치시  소담동(3611055500)","31,046","11,482","          2.70","15,299","15,747","          0.97"
"세종특별자치시  보람동(3611056000)","19,534","6,971","          2.80","9,588","9,946","          0.96"
"세종특별자치시  대평동(3611057000)","10,721","3,972","          2.70","5,327","5,394","          0.99"
"경기도  (4100000000)","13,338,020","5,566,078","          2.40","6,711,047","6,626,973","          1.01"
"경기도 수원시 (4111000000)","1,191,542","503,104","          2.37","599,868","591,674","          1.01"
"경기도 수원시 장안구 (4111100000)","275,875","115,245","          2.39","138,916","136,959","          1.01"
"경기도 수원시 장안구 파장동(4111156000)","23,764","10,497","          2.26","11,992","11,772","          1.02"
"경기도 수원시 장안구 율천동(4111156600)","43,207","19,683","          2.20","22,761","20,446","          1.11"
"경기도 수원시 장안구 정자1동(4111157100)","30,104","11,081","          2.72","14,820","15,284","          0.97"
"경기도 수원시 장안구 정자2동(4111157200)","30,368","12,463","          2.44","14,903","15,465","          0.96"
"경기도 수원시 장안구 정자3동(4111157300)","43,279","14,352","          3.02","21,618","21,661","          1.00"
"경기도 수원시 장안구 영화동(4111158000)","20,356","10,560","          1.93","10,391","9,965","          1.04"
"경기도 수원시 장안구 송죽동(4111159100)","19,889","8,803","          2.26","9,929","9,960","          1.00"
"경기도 수원시 장안구 조원1동(4111159700)","29,108","12,720","          2.29","14,661","14,447","          1.01"
"경기도 수원시 장안구 조원2동(4111159800)","19,357","6,583","          2.94","9,359","9,998","          0.94"
"경기도 수원시 장안구 연무동(4111160000)","16,443","8,503","          1.93","8,482","7,961","          1.07"
"경기도 수원시 권선구 (4111300000)","370,648","153,873","          2.41","187,043","183,605","          1.02"
"경기도 수원시 권선구 세류1동(4111352000)","10,551","4,474","          2.36","5,284","5,267","          1.00"
"경기도 수원시 권선구 세류2동(4111353000)","23,838","12,104","          1.97","12,265","11,573","          1.06"
"경기도 수원시 권선구 세류3동(4111354000)","19,661","9,260","          2.12","9,888","9,773","          1.01"
"경기도 수원시 권선구 평동(4111355000)","41,007","16,447","          2.49","20,800","20,207","          1.03"
"경기도 수원시 권선구 서둔동(4111356000)","38,548","16,762","          2.30","19,621","18,927","          1.04"
"경기도 수원시 권선구 구운동(4111365000)","25,103","10,617","          2.36","12,661","12,442","          1.02"
"경기도 수원시 권선구 금곡동(4111366200)","45,906","16,877","          2.72","22,712","23,194","          0.98"
"경기도 수원시 권선구 호매실동(4111366400)","46,329","16,890","          2.74","23,004","23,325","          0.99"
"경기도 수원시 권선구 권선1동(4111367000)","24,875","12,680","          1.96","12,641","12,234","          1.03"
"경기도 수원시 권선구 권선2동(4111368000)","50,079","17,252","          2.90","24,701","25,378","          0.97"
"경기도 수원시 권선구 곡선동(4111369000)","27,732","14,354","          1.93","14,871","12,861","          1.16"
"경기도 수원시 권선구 입북동(4111370000)","17,019","6,156","          2.76","8,595","8,424","          1.02"
"경기도 수원시 팔달구 (4111500000)","175,468","85,337","          2.06","88,401","87,067","          1.02"
"경기도 수원시 팔달구 매교동(4111565000)","5,968","3,329","          1.79","3,172","2,796","          1.13"
"경기도 수원시 팔달구 매산동(4111566000)","10,764","6,197","          1.74","5,722","5,042","          1.13"
"경기도 수원시 팔달구 고등동(4111567000)","9,127","4,773","          1.91","4,671","4,456","          1.05"
"경기도 수원시 팔달구 화서1동(4111568000)","23,455","9,964","          2.35","11,390","12,065","          0.94"
"경기도 수원시 팔달구 화서2동(4111569000)","27,030","9,723","          2.78","13,295","13,735","          0.97"
"경기도 수원시 팔달구 지동(4111570000)","11,547","5,942","          1.94","5,907","5,640","          1.05"
"경기도 수원시 팔달구 우만1동(4111571000)","20,903","10,825","          1.93","10,398","10,505","          0.99"
"경기도 수원시 팔달구 우만2동(4111572000)","17,392","7,487","          2.32","8,671","8,721","          0.99"
"경기도 수원시 팔달구 인계동(4111573000)","38,270","20,377","          1.88","19,306","18,964","          1.02"
"경기도 수원시 팔달구 행궁동(4111574000)","11,012","6,720","          1.64","5,869","5,143","          1.14"
"경기도 수원시 영통구 (4111700000)","369,551","148,649","          2.49","185,508","184,043","          1.01"
"경기도 수원시 영통구 매탄1동(4111751000)","18,688","7,800","          2.40","9,406","9,282","          1.01"
"경기도 수원시 영통구 매탄2동(4111752000)","15,372","6,488","          2.37","7,638","7,734","          0.99"
"경기도 수원시 영통구 매탄3동(4111753000)","36,528","15,444","          2.37","18,967","17,561","          1.08"
"경기도 수원시 영통구 매탄4동(4111754000)","22,306","9,449","          2.36","11,022","11,284","          0.98"
"경기도 수원시 영통구 원천동(4111755000)","39,285","17,913","          2.19","19,932","19,353","          1.03"
"경기도 수원시 영통구 영통1동(4111757000)","36,324","12,718","          2.86","17,924","18,400","          0.97"
"경기도 수원시 영통구 영통2동(4111758000)","26,519","12,989","          2.04","13,989","12,530","          1.12"
"경기도 수원시 영통구 영통3동(4111758500)","33,042","13,115","          2.52","16,831","16,211","          1.04"
"경기도 수원시 영통구 망포1동(4111759300)","31,841","10,902","          2.92","15,999","15,842","          1.01"
"경기도 수원시 영통구 망포2동(4111759600)","28,434","9,569","          2.97","14,219","14,215","          1.00"
"경기도 수원시 영통구 광교1동(4111760000)","53,019","21,377","          2.48","25,921","27,098","          0.96"
"경기도 수원시 영통구 광교2동(4111761000)","28,193","10,885","          2.59","13,660","14,533","          0.94"
"경기도 성남시 (4113000000)","939,748","403,266","          2.33","465,307","474,441","          0.98"
"경기도 성남시 수정구 (4113100000)","234,729","111,730","          2.10","118,800","115,929","          1.02"
"경기도 성남시 수정구 신흥1동(4113151000)","13,516","7,787","          1.74","7,065","6,451","          1.10"
"경기도 성남시 수정구 신흥2동(4113152000)","9,794","3,749","          2.61","4,825","4,969","          0.97"
"경기도 성남시 수정구 신흥3동(4113153000)","11,239","6,303","          1.78","5,847","5,392","          1.08"
"경기도 성남시 수정구 태평1동(4113154000)","15,686","8,651","          1.81","7,971","7,715","          1.03"
"경기도 성남시 수정구 태평2동(4113155000)","15,929","7,851","          2.03","8,002","7,927","          1.01"
"경기도 성남시 수정구 태평3동(4113156000)","13,771","6,884","          2.00","7,018","6,753","          1.04"
"경기도 성남시 수정구 태평4동(4113156100)","13,785","6,555","          2.10","6,955","6,830","          1.02"
"경기도 성남시 수정구 수진1동(4113157000)","12,707","7,251","          1.75","6,577","6,130","          1.07"
"경기도 성남시 수정구 수진2동(4113158000)","16,396","7,827","          2.09","8,251","8,145","          1.01"
"경기도 성남시 수정구 단대동(4113159000)","16,104","6,752","          2.39","7,938","8,166","          0.97"
"경기도 성남시 수정구 산성동(4113160000)","12,976","6,322","          2.05","6,658","6,318","          1.05"
"경기도 성남시 수정구 양지동(4113161000)","10,109","4,338","          2.33","4,994","5,115","          0.98"
"경기도 성남시 수정구 복정동(4113162000)","11,432","6,836","          1.67","6,242","5,190","          1.20"
"경기도 성남시 수정구 위례동(4113162500)","45,754","17,478","          2.62","22,456","23,298","          0.96"
"경기도 성남시 수정구 신촌동(4113163000)","4,814","2,058","          2.34","2,559","2,255","          1.13"
"경기도 성남시 수정구 고등동(4113164000)","7,491","3,515","          2.13","3,731","3,760","          0.99"
"경기도 성남시 수정구 시흥동(4113165000)","3,226","1,573","          2.05","1,711","1,515","          1.13"
"경기도 성남시 중원구 (4113300000)","218,485","100,500","          2.17","110,657","107,828","          1.03"
"경기도 성남시 중원구 성남동(4113351000)","33,769","17,702","          1.91","17,502","16,267","          1.08"
"경기도 성남시 중원구 중앙동(4113352500)","14,319","7,233","          1.98","7,597","6,722","          1.13"
"경기도 성남시 중원구 금광1동(4113353000)","7,136","3,345","          2.13","3,664","3,472","          1.06"
"경기도 성남시 중원구 금광2동(4113354000)","25,043","11,801","          2.12","12,225","12,818","          0.95"
"경기도 성남시 중원구 은행1동(4113355000)","10,838","4,502","          2.41","5,293","5,545","          0.95"
"경기도 성남시 중원구 은행2동(4113356000)","24,951","11,149","          2.24","12,422","12,529","          0.99"
"경기도 성남시 중원구 상대원1동(4113357000)","26,192","11,996","          2.18","13,548","12,644","          1.07"
"경기도 성남시 중원구 상대원2동(4113358000)","14,177","7,231","          1.96","7,357","6,820","          1.08"
"경기도 성남시 중원구 상대원3동(4113359000)","12,778","6,404","          2.00","6,656","6,122","          1.09"
"경기도 성남시 중원구 하대원동(4113366000)","21,279","8,303","          2.56","10,739","10,540","          1.02"
"경기도 성남시 중원구 도촌동(4113367000)","28,003","10,834","          2.58","13,654","14,349","          0.95"
"경기도 성남시 분당구 (4113500000)","486,534","191,036","          2.55","235,850","250,684","          0.94"
"경기도 성남시 분당구 분당동(4113551000)","26,852","10,443","          2.57","13,241","13,611","          0.97"
"경기도 성남시 분당구 수내1동(4113552000)","18,226","7,733","          2.36","8,679","9,547","          0.91"
"경기도 성남시 분당구 수내2동(4113553000)","10,768","3,225","          3.34","5,264","5,504","          0.96"
"경기도 성남시 분당구 수내3동(4113554000)","14,221","5,221","          2.72","7,050","7,171","          0.98"
"경기도 성남시 분당구 정자동(4113554500)","19,971","8,272","          2.41","9,936","10,035","          0.99"
"경기도 성남시 분당구 정자1동(4113555000)","31,139","14,053","          2.22","14,658","16,481","          0.89"
"경기도 성남시 분당구 정자2동(4113556000)","16,195","7,682","          2.11","7,672","8,523","          0.90"
"경기도 성남시 분당구 정자3동(4113557000)","15,742","6,144","          2.56","7,654","8,088","          0.95"
"경기도 성남시 분당구 서현1동(4113558000)","32,524","12,765","          2.55","15,711","16,813","          0.93"
"경기도 성남시 분당구 서현2동(4113559000)","18,874","6,792","          2.78","9,294","9,580","          0.97"
"경기도 성남시 분당구 이매1동(4113560000)","26,207","9,142","          2.87","12,818","13,389","          0.96"
"경기도 성남시 분당구 이매2동(4113561000)","13,987","4,567","          3.06","6,863","7,124","          0.96"
"경기도 성남시 분당구 야탑1동(4113562000)","17,880","7,712","          2.32","8,811","9,069","          0.97"
"경기도 성남시 분당구 야탑2동(4113563000)","17,028","6,266","          2.72","8,081","8,947","          0.90"
"경기도 성남시 분당구 야탑3동(4113564000)","29,596","13,147","          2.25","14,588","15,008","          0.97"
"경기도 성남시 분당구 판교동(4113565000)","23,967","7,915","          3.03","11,735","12,232","          0.96"
"경기도 성남시 분당구 삼평동(4113565500)","24,870","8,869","          2.80","12,109","12,761","          0.95"
"경기도 성남시 분당구 백현동(4113565700)","28,055","10,219","          2.75","13,509","14,546","          0.93"
"경기도 성남시 분당구 금곡동(4113566200)","29,145","12,557","          2.32","13,685","15,460","          0.89"
"경기도 성남시 분당구 구미1동(4113566500)","17,931","7,290","          2.46","8,679","9,252","          0.94"
"경기도 성남시 분당구 구미동(4113567000)","31,792","13,254","          2.40","15,280","16,512","          0.93"
"경기도 성남시 분당구 운중동(4113568000)","21,564","7,768","          2.78","10,533","11,031","          0.95"
"경기도 의정부시 (4115000000)","455,520","195,030","          2.34","224,416","231,104","          0.97"
"경기도 의정부시 의정부1동(4115051000)","31,413","18,900","          1.66","16,033","15,380","          1.04"
"경기도 의정부시 의정부2동(4115052000)","31,601","15,754","          2.01","15,641","15,960","          0.98"
"경기도 의정부시 호원1동(4115054500)","36,434","15,428","          2.36","17,824","18,610","          0.96"
"경기도 의정부시 호원2동(4115055500)","35,592","13,488","          2.64","17,273","18,319","          0.94"
"경기도 의정부시 장암동(4115056100)","20,847","8,568","          2.43","9,949","10,898","          0.91"
"경기도 의정부시 신곡1동(4115056700)","44,879","18,097","          2.48","22,155","22,724","          0.97"
"경기도 의정부시 신곡2동(4115056800)","44,195","17,069","          2.59","21,390","22,805","          0.94"
"경기도 의정부시 송산1동(4115057300)","34,385","14,523","          2.37","17,051","17,334","          0.98"
"경기도 의정부시 송산2동(4115057600)","34,196","13,028","          2.62","16,886","17,310","          0.98"
"경기도 의정부시 송산3동(4115057800)","46,170","17,274","          2.67","22,480","23,690","          0.95"
"경기도 의정부시 자금동(4115058000)","27,680","11,764","          2.35","13,588","14,092","          0.96"
"경기도 의정부시 가능동(4115059500)","26,370","12,409","          2.13","13,169","13,201","          1.00"
"경기도 의정부시 흥선동(4115061500)","19,330","9,264","          2.09","9,804","9,526","          1.03"
"경기도 의정부시 녹양동(4115062000)","22,428","9,464","          2.37","11,173","11,255","          0.99"
"경기도 안양시 (4117000000)","558,017","221,092","          2.52","276,140","281,877","          0.98"
"경기도 안양시 만안구 (4117100000)","241,830","101,044","          2.39","121,115","120,715","          1.00"
"경기도 안양시 만안구 안양1동(4117151000)","12,858","5,233","          2.46","6,416","6,442","          1.00"
"경기도 안양시 만안구 안양2동(4117152000)","21,646","9,970","          2.17","10,859","10,787","          1.01"
"경기도 안양시 만안구 안양3동(4117153000)","16,899","7,430","          2.27","8,431","8,468","          1.00"
